[<_MainThread(MainThread, started 37472)>]
stream closed? idk girl
Listening (audio thread)...
         340212 function calls (315214 primitive calls) in 22.181 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 inspect.py:176(get_annotations)
        7    0.000    0.000    0.004    0.001 app.py:604(add_url_rule)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
       15    0.000    0.000    0.000    0.000 core.py:2645(_parse_decls)
        1    0.000    0.000    0.006    0.006 nodes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csp.py:1(<module>)
       12    0.000    0.000    0.001    0.000 typing.py:2795(_make_nmtuple)
       97    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:731(_validate_hash_pyc)
      484    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
      226    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
      227    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
       20    0.000    0.000    0.000    0.000 enum.py:1002(_find_data_type_)
        1    0.000    0.000    0.000    0.000 __init__.py:1271(ZipFile)
        1    0.000    0.000    0.032    0.032 client.py:1(<module>)
        1    0.000    0.000    0.000    0.000 server.py:146(BaseHTTPRequestHandler)
      156    0.000    0.000    0.000    0.000 urls.py:34(<genexpr>)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        2    0.000    0.000    0.002    0.001 polynomial.py:1(<module>)
    27/11    0.000    0.000    0.157    0.014 <frozen importlib._bootstrap_external>:1291(create_module)
      228    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
        2    0.000    0.000    0.004    0.002 shape_base.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.031    0.031 serving.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decorators.py:1(<module>)
       88    0.000    0.000    0.022    0.000 __init__.py:226(compile)
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
       11    0.000    0.000    0.000    0.000 async_utils.py:13(decorator)
       89    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
        1    0.000    0.000    0.003    0.003 google.py:1(<module>)
      219    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _winconsole.py:1(<module>)
        1    0.000    0.000    0.003    0.003 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_isdir}
        1    0.000    0.000    0.001    0.001 termui.py:1(<module>)
       10    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
      491    0.000    0.000    0.000    0.000 typing.py:781(<genexpr>)
       30    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.007    0.007 pathlib.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
      108    0.000    0.000    0.001    0.000 _parser.py:98(closegroup)
        1    0.000    0.000    0.003    0.003 hmac.py:1(<module>)
        3    0.000    0.000    0.021    0.007 parser.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
      328    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1577(<genexpr>)
      320    0.000    0.000    0.000    0.000 typing.py:1634(__eq__)
      325    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1182(get_filename)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        2    0.000    0.000    0.001    0.001 blueprints.py:1(<module>)
      208    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       42    0.000    0.000    0.000    0.000 dataclasses.py:864(_set_new_attribute)
        1    0.000    0.000    0.000    0.000 core.py:2697(MaskedArray)
       28    0.000    0.000    0.000    0.000 parse.py:951(quote_from_bytes)
        1    0.000    0.000    0.000    0.000 response.py:64(Response)
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
        2    0.000    0.000    0.028    0.014 platform.py:322(_wmi_query)
      192    0.000    0.000    0.000    0.000 typing.py:1629(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 request.py:39(Request)
        1    0.000    0.000    0.000    0.000 loaders.py:407(DictLoader)
        2    0.000    0.000    0.005    0.002 _internal.py:1(<module>)
      190    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      372    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
      396    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
      130    0.000    0.000    0.001    0.000 typing.py:1584(<genexpr>)
       37    0.000    0.000    0.000    0.000 {method '__typing_subst__' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.005    0.005 shutil.py:1(<module>)
       24    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
       24    0.000    0.000    0.000    0.000 dtypes.py:66(_add_dtype_helper)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
    27/22    0.000    0.000    0.016    0.001 <frozen importlib._bootstrap_external>:1299(exec_module)
       17    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
      186    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.006    0.006 structures.py:1(<module>)
        1    0.000    0.000    0.001    0.001 runtime.py:1(<module>)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       60    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
       11    0.000    0.000    0.000    0.000 inspect.py:3029(__init__)
       85    0.000    0.000    0.000    0.000 sounddevice.py:1912(__init__)
        1    0.000    0.000    0.004    0.004 multipart.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:29(Markup)
       10    0.000    0.000    0.000    0.000 enum.py:1029(_find_new_)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
       43    0.000    0.000    0.002    0.000 typing.py:521(__getitem__)
       98    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.020    0.020 index_tricks.py:1(<module>)
      106    0.000    0.000    0.000    0.000 __init__.py:164(match)
        1    0.000    0.000    0.001    0.001 scaffold.py:1(<module>)
       14    0.000    0.000    0.001    0.000 core.py:115(doc_note)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
       25    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
       12    0.000    0.000    0.000    0.000 typing.py:1855(__new__)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
      118    0.000    0.000    0.000    0.000 typing.py:1088(<genexpr>)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
       15    0.000    0.000    0.000    0.000 core.py:2093(__init__)
      149    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.031    0.031 templating.py:1(<module>)
       49    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       36    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       10    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        3    0.000    0.000    0.000    0.000 ansi.py:26(__init__)
        2    0.000    0.000    0.001    0.001 _adapters.py:1(<module>)
      154    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.002    0.002 typing.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6860(getdoc)
        1    0.000    0.000    0.003    0.003 {built-in method _socket.getaddrinfo}
       27    0.000    0.000    0.000    0.000 typing.py:1442(__mro_entries__)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
      448    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       49    0.000    0.000    0.000    0.000 core.py:131(get_object_signature)
       19    0.000    0.000    0.000    0.000 inspect.py:2743(__init__)
       72    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
       43    0.000    0.000    0.000    0.000 scaffold.py:42(setupmethod)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       15    0.000    0.000    0.001    0.000 contextlib.py:272(contextmanager)
       15    0.000    0.000    0.004    0.000 scaffold.py:45(wrapper_func)
      325    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:990(create_module)
       28    0.000    0.000    0.000    0.000 parse.py:875(quote)
       40    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       26    0.000    0.000    0.000    0.000 functools.py:521(decorating_function)
        1    0.000    0.000    0.001    0.001 base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        2    0.000    0.000    0.000    0.000 {built-in method nt.unsetenv}
       48    0.000    0.000    0.000    0.000 typing.py:1004(_typevar_subst)
        2    0.000    0.000    0.004    0.002 abc.py:1(<module>)
       36    0.000    0.000    0.001    0.000 typing.py:1417(copy_with)
        5    0.000    0.000    0.000    0.000 gettext.py:479(find)
        1    0.000    0.000    0.005    0.005 map.py:1(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
       49    0.000    0.000    0.000    0.000 typing.py:307(_unpack_args)
        1    0.000    0.000    0.000    0.000 environment.py:1133(Template)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1588(_guarded_repr_or_str)
        1    0.000    0.000    0.002    0.002 rules.py:1(<module>)
       47    0.000    0.000    0.000    0.000 dataclasses.py:857(_set_qualname)
       88    0.000    0.000    0.000    0.000 typing.py:988(_is_unpacked_typevartuple)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
      2/1    0.000    0.000    0.000    0.000 _internal.py:657(__dtype_from_pep3118)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:1(<module>)
       17    0.000    0.000    0.000    0.000 cache_control.py:11(cache_control_property)
        1    0.000    0.000    0.000    0.000 parser.py:48(Parser)
      174    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       93    0.000    0.000    0.000    0.000 local.py:273(__init__)
        1    0.000    0.000    0.002    0.002 _common.py:1(<module>)
       42    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       11    0.000    0.000    0.000    0.000 enum.py:1545(__or__)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.001    0.001 subprocess.py:1(<module>)
      286    0.000    0.000    0.000    0.000 enum.py:1179(__init__)
        7    0.000    0.000    0.000    0.000 rules.py:459(__init__)
       35    0.000    0.000    0.000    0.000 <frozen os>:783(encodekey)
      105    0.000    0.000    0.000    0.000 typing.py:494(__repr__)
        2    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       89    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        1    0.000    0.000    0.001    0.001 platform.py:1(<module>)
      176    0.000    0.000    0.000    0.000 _compiler.py:433(_get_iscased)
        1    0.000    0.000    0.000    0.000 request.py:31(Request)
        1    0.000    0.000    0.001    0.001 core.py:169(Context)
       20    0.000    0.000    0.000    0.000 enum.py:961(_get_mixins_)
        4    0.000    0.000    0.000    0.000 enum.py:1408(_missing_)
        2    0.000    0.000    0.028    0.014 platform.py:891(uname)
        1    0.000    0.000    0.001    0.001 win32.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hashlib.py:1(<module>)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        7    0.000    0.000    0.000    0.000 matcher.py:38(add)
        1    0.000    0.000    0.000    0.000 exceptions.py:827(_find_exceptions)
        1    0.000    0.000    0.000    0.000 formparser.py:1(<module>)
      109    0.000    0.000    0.000    0.000 typing.py:1569(<genexpr>)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        5    0.000    0.000    0.000    0.000 inspect.py:3297(__str__)
        1    0.000    0.000    0.000    0.000 ctx.py:1(<module>)
       65    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 wintypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        2    0.000    0.000    0.049    0.024 globals.py:1(<module>)
       23    0.000    0.000    0.000    0.000 typing.py:1180(__call__)
        1    0.000    0.000    0.006    0.006 header.py:1(<module>)
       66    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       41    0.000    0.000    0.000    0.000 enum.py:202(__get__)
        1    0.000    0.000    0.000    0.000 {built-in method nt._add_dll_directory}
        8    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
      130    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
      243    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        1    0.000    0.000    0.000    0.000 app.py:59(App)
        4    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
       18    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
        1    0.000    0.000    0.014    0.014 urls.py:1(<module>)
        1    0.000    0.000    0.001    0.001 url_safe.py:1(<module>)
